"Metabolite_name","Type","Alignment_ID","Average_Rt(min)","Average_Mz","Adduct_type","Post_curation_result","Fill_percent","MS.MS_assigned","Reference_RT","Reference_m.z","Formula","Ontology","Annotation_tag_(VS1.0)","RT_matched","m.z_matched","MS.MS_matched","Comment","Manually_modified_for_quantification","Manually_modified_for_annotation","Isotope_tracking_parent_ID","Isotope_tracking_weight_number","RT_similarity","m.z_similarity","Simple_dot_product","Weighted_dot_product","Reverse_dot_product","Matched_peaks_count","Matched_peaks_percentage","Total_score","S.N_average","Spectrum_reference_file_name","MS1_isotopic_spectrum","MS.MS_spectrum","Blank_1_1","Blank_1","Blank_2_1","Blank_2","Sample.Avg","Sample.Std","Isotope_tracking_weight_number2","HRF_Score","SI","P12_B_001","P12_D1_001","P12_D2_001","P12_D3_001","P14_B_001","P14_D1_001","P14_D2_001","P14_D3_001","P15_B_001","P15_D1_001","P15_D2_001","P15_D3_001","P16_B_001","P16_D1_001","P16_D2_001","P16_D3_001","QCB_001","QCB_002","QCP_001","QCP_002","Spk1_001","Spk2_002","QC_Pooled_Avg","QC_Blank_Avg","Solvent_Blank_Avg","LOD_pre_solv_sub","QC_Pool_Blank_Sub","QC_Pool_Blank_Ratio","SMILES","INCHIKEY"
"Tridecanoic acid","EI","186","8.651",129.09161,NA,NA,NA,NA,NA,"149.05934","C13 H26 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.921","1734",NA,NA,NA,283,NA,NA,NA,NA,NA,NA,"100","604",0.00251584340460766,0.00108101646605199,0.00126557588879724,0.00180053150199542,0.000422979130439704,0.00047717119060177,0.00229495292108126,0.00186254026115139,0.00221192479588841,NA,0.000949955110543363,0.00153486526328413,0.00306216147860474,0.00112452347059562,NA,0.00118348808178411,NA,0.00168781714777366,NA,0.00121356076209014,0,0,0.00121356076209014,0.00168781714777366,0,8.45958260879409e-05,0,1.39079739597604,"CCCCCCCCCCCCC(=O)O","SZHOJFHSIKHZHA-UHFFFAOYSA-N"
"Tris(2,4-di-tert-butylphenyl) phosphate","EI","959","21.62",662.44604,NA,NA,NA,NA,NA,"647.42206","C42 H63 O4 P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.919",NA,NA,NA,NA,9304,NA,NA,NA,NA,NA,NA,"89.7","801",0.274410336637755,0.385143740766769,0.438534595636159,0.30515833188738,0.31058412592074,0.334378443125653,0.710194029578569,0.544590457481008,0.245615999482628,0.442544575632103,0.310493587170263,0.222597625667489,0.53000563070386,0.159267800379913,NA,0.390462819228056,NA,0.0652597292392884,NA,0.142068273107079,0,0.116679999373962,0.142068273107079,0.0652597292392884,0.116679999373962,0.0130519458478577,0.0768085438677906,0.459354701877042,"CC(C)(C)C1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=C3)C(C)(C)C)C(C)(C)C)C(C)(C)C","AZSKHRTUXHLAHS-UHFFFAOYSA-N"
"Undecane, 3,8-dimethyl-","EI","885","17.512",264.2453,NA,NA,NA,NA,NA,"145.04959","C13 H28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.9","678",NA,0.00130667976890752,0.000110369542199162,NA,NA,0.000336708515912129,0.00458707928345217,0.00202337768915402,0.000464081623077845,0.00066499660506686,0.000374442045496888,0.00115654725215148,0.00084361530402731,0.00268286260260018,NA,0.00338191571836748,NA,0.000353604190045331,NA,0.000200658298695994,0,0,0.000200658298695994,0.000353604190045331,0,2.20739084398325e-05,0,1.76222061257011,"CCCC(C)CCCCC(C)CC","WOGVWUCXENBLIV-UHFFFAOYSA-N"
"?-Sitosterol","EI","934","19.319",414.38632,NA,NA,NA,NA,NA,"160.12468","C29 H50 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","631",0.000346419303045001,0.00153884523472668,NA,0.00297707326873727,NA,NA,0.000164791412124417,0.00202729574076502,NA,0.00440212068672066,NA,0.00348295305727603,NA,0.00335791697701775,NA,0.000324092881291915,NA,NA,NA,0.0013295956427613,0,7.88609980947712e-05,0.0013295956427613,0,7.88609980947712e-05,3.29582824248834e-05,0.0013295956427613,0,NA,NA
"(1R,2S,2S)-(-)-N-[1-tert-Butyl-2-(tert-butyldimethylsiloxy)-4-[1,3]dioxolan-2-ylbutyl]-N-(2-methoxymethylpyrrolidin-1-yl)amine","EI","465","12.442",199.16981,NA,NA,NA,NA,NA,"230.10899","C23 H48 N2 O4 Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.939","2169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.1","734",0.000713206298798049,0.00078362538117018,0.000328873489220549,0.000987205596295924,0.000403992536055877,0.000285147878172922,0.000634638413236805,0.000934666714885949,0.000465191183622126,0.00126678716488798,0.000244730146521717,0.00154673099297576,0.000632257601961854,0.00149895816750003,NA,0.000305634180629837,NA,0.00076197375411471,NA,0.00106775531607506,0,0.000247439469913014,0.00106775531607506,0.00076197375411471,0.000247439469913014,4.89460293043435e-05,0.00030578156196035,0.713622065508073,NA,NA
"(2-Butyl-octyloxy)-acetic acid","EI","170","8.453",125.13305,NA,NA,NA,NA,NA,"111.1168","C14 H28 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.931","1715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","675",NA,NA,0.0398242904556397,0.0282542168564671,0.00615222257639853,0.012435118364986,0.039730899453532,0.0245751472010581,0.00857515941214848,0.0107398833784161,0.00200336336978156,0.00729402064498432,0.031657805575605,0.0149521211907069,NA,0.0123372031102224,NA,0.00762721352898913,NA,0.00909115709016048,0,0.000532353068899713,0.00909115709016048,0.00762721352898913,0.000532353068899713,0.000400672673956311,0.00146394356117135,0.838970601139892,NA,NA
"(4Z)-5-Methyl-4-undecene","EI","61","5.79",382.97458,NA,NA,NA,NA,NA,"111.11682","C12 H24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.6","727",0.00438427826948475,0.0174196515610712,0.00794352409023357,0.0235040319266491,0.00265681113201009,0.0213971304864417,0.0357014424567354,0.00790834758371925,NA,0.0006243126146531,0.000761292844472972,0.00100488274776811,0.0243181840838111,NA,NA,0.0033584359621437,NA,0.00437134556215954,NA,0.00617164916830388,0,0.000156399379869295,0.00617164916830388,0.00437134556215954,0.000156399379869295,0.00012486252293062,0.00180030360614434,0.708294564864401,"CCCCCC/C(=C\CCC)/C","BVMMHBZCLRORPY-BENRWUELSA-N"
"(7'R,7''S)-2,6-Bis(1-phenylethyl)phenol","EI","608","14.093",302.16702,NA,NA,NA,NA,NA,"209.09604","C22 H22 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.925","2434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.2","679",0.0269690400718464,0.255046704781581,0.00534226093445904,0.208033237139387,0.000554856207420054,0.000324447920258307,0.0376836807265168,0.172785089485339,0.0588560050367708,0.277234951644395,0.0184355057674339,0.334954340581798,0.0099893004083168,0.490740766472702,NA,0.00721540133297105,NA,0.0131204590116047,NA,0.136557934853388,0,0.000886704024699419,0.136557934853388,0.0131204590116047,0.000886704024699419,6.48895840516614e-05,0.123437475841783,0.0960797995787733,"CC(C1=CC=CC=C1)C2=C(C(=CC=C2)C(C)C3=CC=CC=C3)O","NYPMHOYLEBBBGY-UHFFFAOYSA-N"
"(E)-1-(Methoxymethoxy)-1-tetradecen-3-ol","EI","916","18.464",192.18774,NA,NA,NA,NA,NA,"152.11961","C16 H32 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.8","617",3.83037814403084e-05,0.000595980607643193,0.000164860649974866,0.000135386891443914,NA,0.00336385467022495,0.00142738175562728,0.00170767856654107,5.11982936860933e-05,0.000445798667509916,0.000600189962900288,0.00265671880831694,0.000425257110059234,NA,NA,0.00487790129413914,NA,NA,NA,0.000978267809618055,0,0,0.000978267809618055,0,0,7.66075628806167e-06,0.000978267809618055,0,"CCCCCCCCCCCC(/C=C/OCOC)O","AYIBUIYCGXKPBE-BUHFOSPRSA-N"
"(E)-5,5'-(Diazene-1,2-diyl)bis(2-hydroxybenzoic acid), tetrakis-O-TMS","EI","241","9.791",575.20184,NA,NA,NA,NA,NA,"283.03049","C26 H42 N2 O6 Si4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.92","1843","1372",NA,NA,10737,NA,NA,NA,NA,NA,NA,"100","601",0.00536679072742252,0.00713970641688773,0.00602960421471891,0.0042779974612104,NA,0.257188785319641,0.230408118606051,0.187202279167266,0.00777839983616546,0.00788334654648129,0.00851957595106241,0.00815302117288883,0.0970423653524683,0.129818329979282,NA,0.199956096468132,NA,0.0300962197266081,NA,0.097142731898859,0,0.00239487239287524,0.097142731898859,0.0300962197266081,0.00239487239287524,0.00085559949224208,0.0670465121722509,0.30981442603388,"C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O","QQBDLJCYGRGAKP-UHFFFAOYSA-N†"
"(E)-Methyl 2-{1'-[2-(2''',2""'-dimethoxyethyl)-1'',3''-dithiane-2''-yl]-2'-[(E)-2""'-oxotetrahydrofuran-3-ylidene]ethoxymethyl}-3-dimethyl(phenyl)silylprop-2-enoate""","EI","919","18.503",419.99506,NA,NA,NA,NA,NA,"219.0688","C27 H38 O7 S2 Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.4","902",NA,NA,NA,NA,NA,NA,0.00378661609254092,0.00175066438457543,NA,NA,7.3222191210103e-05,NA,0.000673155960990294,0.00078094192048248,NA,0.00274420553932964,NA,6.25925827714154e-05,NA,0.000547239250357239,0,0,0.000547239250357239,6.25925827714154e-05,0,1.25185165542831e-05,0.000484646667585824,0.114378825587812,NA,NA
"(R,S)-3,6-Dimethylheptan-1-ol","EI","768","15.863",161.06024,NA,NA,NA,NA,NA,"126.14033","C9 H20 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.905","2771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.1","703",0.000129934323339626,0.000506939223058842,0.000502186555253033,0.000339837079113433,5.46700719046513e-05,0.00104616966400499,0.00189373354973224,0.000214083467521903,0.00100196487321527,0.00294505666304327,0.00197485487382794,0.253295232093823,0.772534814274247,0.0014878986755436,NA,0.000491738340729697,NA,0.154908338493563,NA,0.0193953182093978,0,3.29551899795061e-05,0.0193953182093978,0.154908338493563,3.29551899795061e-05,1.09340143809303e-05,0,7.98689337401558,"OCC[C@](CCC(C)C)(C)[H]","DNHFCNDAPIMDKL-VIFPVBQESA-N"
"(Z)-2-nonadecene","EI","260","10.148",153.16432,NA,NA,NA,NA,NA,"83.08546","C19 H38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.967","1880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.7","840",0.0305986062479366,0.395992943903749,0.0818083145157888,0.169615779764568,NA,6.10954521711493,6.3305675608318,6.91541084421412,0.0583291539886165,0.153866318492847,0.135949037636136,0.263050187007213,0.0414530120766681,0.0430682138687957,NA,0.0817015685416348,NA,NA,NA,1.50431598478056,0,0.00210929748572842,1.50431598478056,0,0.00210929748572842,0.00611972124958732,1.50431598478056,0,"CCCCCCCCCCCCCCCC/C=C\C","HANVOGLDKHFHBY-HYXAFXHYSA-N"
"(Z)-5-Phenyl-1-(trimethylsilmethyl)-2-pentene","EI","789","16.002",73.04735,NA,NA,NA,NA,NA,"127.0754","C14 H22 Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.926","2800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.5","660",0.000955138856745037,0.000391940183976534,0.00170944334237613,NA,0.000370984676171798,0.000916797486628765,0.000853043261544821,0.000921193127331575,0.000127567760862439,NA,NA,NA,NA,0.00494308246643458,NA,0.00526416134537125,NA,NA,NA,0.002169324837275,0,0,0.002169324837275,0,0,2.55135521724878e-05,0.002169324837275,0,NA,NA
"1-(3-octyl-2-oxiranyl)ethanone","EI","544","13.411",135.11743,NA,NA,NA,NA,NA,"123.08047","C12 H22 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.924","2320",NA,NA,NA,2321,NA,NA,NA,NA,NA,NA,"99.8","623",0.00350247273660343,0.00511653928674434,0.00270885804467819,0.0022339065396663,0.00944436426167232,0.00202103964000653,0.0140178772240154,0.00889141210159863,0.000910663891285892,0.000715843751142963,0.000523839219113277,NA,0.0106276977155081,0.000468582166892498,NA,0.00325523340286472,NA,0.0031110646050033,NA,0.002583534199186,0,0.000235425705004097,0.002583534199186,0.0031110646050033,0.000235425705004097,9.37164333784995e-05,0,1.20418944172812,NA,NA
"1-(Dimethylcarbamoyl)-2,3-diphenyl-4-(4'-chlorophenyl)-1,4-diaza-1,3-butadiene","EI","817","16.294",192.00522,NA,NA,NA,NA,NA,"113.00085","C23 H20 N4 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.924","2862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.8","705",0.0034306802311006,0.00296060053875137,0.00219701158535931,0.00177071442269934,0.00104403114727654,0.0016225702812573,NA,0.00285036845329162,0.00235952805000758,0.000102384382968784,0.0003333138824072,0.000769555814239171,NA,0.00417572387068834,NA,0.000483466241998551,NA,0.000708186781184083,NA,0.002199154006094,0,0,0.002199154006094,0.000708186781184083,0,2.04768765937569e-05,0.00149096722490992,0.322026915450965,NA,NA
"1-(Hydroxymethyl)-7-isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-9-ol","EI","298","10.762",254.20344,NA,NA,NA,NA,NA,"128.06209","C20 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.92","1949","543",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.6","629",0.00217874123758868,0.00403832767530411,0.00128975134019608,0.0060082099706852,0.00730644286154219,0.00483232808743484,0.00459352262158761,0.00617597683580238,0.00922149428005689,0.00279314258010276,0.00163760393649249,0.00657605365044506,0.0165458784191804,0.00378090000784373,NA,0.00724650297929208,NA,0.00308685544974301,NA,0.00486470376866349,0,0.000465891598807265,0.00486470376866349,0.00308685544974301,0.000465891598807265,0.000257950268039216,0.00177784831892048,0.634541299231275,NA,NA
"1-Acetyl-N-(3-(dimethylamino)propyl)piperidine-4-carboxamide","EI","225","9.496",228.22029,NA,NA,NA,NA,NA,"73.08413","C13 H25 N3 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.939","1812","496",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.1","714",0.00022459835138695,0.000676428937644232,0.0141483682135513,NA,0.000200182507995337,0.000144201901994852,0.000613211274626013,0.000428448809260425,0.000465286288811635,0.00150521354201596,0.000522714346276636,0.000710588558563505,0.000310352196598379,0.00029231087970999,NA,0.000655988266190502,NA,0.000547126908882485,NA,0.000239014273140073,0,0,0.000239014273140073,0.000547126908882485,0,2.88403803989705e-05,0,2.28909722291708,"CC(=O)N1CCC(CC1)C(=O)NCCCN(C)C","QZGFKQIJZRWGAM-UHFFFAOYSA-N"
"1-Butyloctyl(diphenyl)amine","EI","709","15.219",337.27689,NA,NA,NA,NA,NA,"210.12773","C24 H35 N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.913","2643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.6","771",0.000717828753880726,0.00322489433921437,NA,0.00420110318627227,0.000191100844286,0.000361687571787759,0.000920029663669907,0.00302597609024507,0.0011528334055076,0.0089285204559543,0.000522222214410605,0.0112648840746819,NA,0.00954471020813227,NA,NA,NA,0.00029229105485762,NA,0.00305505775973155,0,0,0.00305505775973155,0.00029229105485762,0,3.82201688572e-05,0.00276276670487393,0.0956744774878835,"NACCCCCCCCN(C1=CC=CC=C1)C2=CC=CC=C2CCCC","HXRAIVCWVIJIKB-UHFFFAOYSA-N"
"1-Ethynyl-2-(3,3,4,4-tetramethylcyclobut-1-en-1-yl)benzene","EI","169","8.433",210.14085,NA,NA,NA,NA,NA,"180.09341","C16 H18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962","1714",NA,NA,NA,11697,NA,NA,NA,NA,NA,NA,"98","848",0.0316228893286267,0.0215411049275966,0.0140547493560621,0.0288542570387485,0.0028956100060896,0.00957651724553255,0.049126167855037,0.0103348617774813,0.00254951651691826,0.00167779898168944,0.00118009706246489,0.0106309409020707,0.0905200178487173,0.00179810324608566,NA,0.00736299869286391,NA,0.0230743856023713,NA,0.013628765562629,0,0.000929854382147501,0.013628765562629,0.0230743856023713,0.000929854382147501,0.000236019412492978,0,1.6930649732242,NA,NA
"1-Ethynyl-2-(3,3,4,4-tetramethylcyclobut-1-en-1-yl)benzene","EI","131","7.821",210.14085,NA,NA,NA,NA,NA,"180.09341","C16 H18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962","1662",NA,NA,NA,5609,NA,NA,NA,NA,NA,NA,"97.9","853",0.0154892932504524,0.00687319423141361,0.00338738923160139,0.0112492351668021,0.000708601313162264,0.0024336519265224,0.0122183622979618,0.0011294981734128,0.000538548986463995,0.000226098845722732,0.000157904024443487,0.00271999266131723,0.0250952529053514,0.000384076305276688,NA,0.00138357172751259,NA,0.00722624469113922,NA,0.00345297535556853,0,0.000301280975949765,0.00345297535556853,0.00722624469113922,0.000301280975949765,3.15808048886973e-05,0,2.09275883752997,NA,NA
"1-Ethynyl-2-(3,3,4,4-tetramethylcyclobut-1-en-1-yl)benzene","EI","145","8.089",210.14084,NA,NA,NA,NA,NA,"180.09335","C16 H18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.943","1684",NA,NA,NA,11210,NA,NA,NA,NA,NA,NA,"95.8","797",0.0392668410664399,0.0198780046335688,0.0117749606140534,0.0314198500470315,0.000909581361030092,0.00891116371748891,0.0376977527338597,0.0030763752001765,0.00157747807666873,0.000876666279170217,0.000546231219017663,0.00838431255368,0.0814226581662338,8.64341832902646e-05,NA,0.00176556929992253,NA,0.0233800983132541,NA,0.0121582285622848,0,0.000763094507769599,0.0121582285622848,0.0233800983132541,0.000763094507769599,1.72868366580529e-05,0,1.92298558901746,NA,NA
"1-Phenanthrenecarboxaldehyde, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1S-(1a,4aa,10aﬂ)]-","EI","370","11.458",241.19563,NA,NA,NA,NA,NA,"241.19508","C20 H28 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962","2034","255",NA,NA,1221,NA,NA,NA,NA,NA,NA,"99.5","822",0.00656870127477922,0.0179634873716138,0.0026087649961661,0.0330963415859216,0.00613640041441201,0.00308196271786881,NA,0.0289317105308517,0.00569749828969168,0.0367772921978144,0.00287194096104917,0.0416310632034115,0.013459422193001,0.0298747504028633,NA,0.00425720490768807,NA,0.00604446160632436,NA,0.0191674971999992,0,0.000277584100211993,0.0191674971999992,0.00604446160632436,0.000277584100211993,0.000521752999233219,0.0131230355936748,0.315349549461503,NA,"YCLCHPWRGSDZKL-IOJLRTSASA-N"
"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,17-icosamethylnonasiloxane","EI","961","22.747",411.16931,NA,NA,NA,NA,NA,"207.0688","C20 H60 O8 Si9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.903",NA,NA,NA,NA,4235,NA,NA,NA,NA,NA,NA,"98.8","539",NA,NA,NA,NA,NA,0.052423305459132,0.0719557962689425,0.0198857749837027,NA,NA,NA,0.000183798345959443,0.00608669250580318,0.0167091625281953,NA,NA,NA,NA,NA,0.00485055102943011,0,0.000216468204413879,0.00485055102943011,0,0.000216468204413879,3.67596691918887e-05,0.00485055102943011,0,NA,NA
"1,1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15,17,17,19,19,19-docosamethyldecasiloxane","EI","383","11.687",429.08926,NA,NA,NA,NA,NA,"356.06924","C22 H66 O9 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.918","2064",NA,NA,NA,48675,NA,NA,NA,NA,NA,NA,"98.4","620",0.963766789533288,1.18313951405486,1.15994956502428,1.01307716367887,1.12087650661071,1.00726994817355,8.34723991100899,5.89886214989355,2.04729993196809,1.32005091490045,1.59360548459873,1.75930439599084,4.61197066250786,0.715407086003657,NA,3.29103836946169,NA,1.59252564784389,NA,2.68610352497265,0,0.00247059217720942,2.68610352497265,1.59252564784389,0.00247059217720942,0.143081417200731,1.09357787712876,0.592875752195778,"C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C","BWOVCDPFYDQAMX-UHFFFAOYSA-N"
"1,1'-bi(spiro[2.5]Octylidene","EI","819","16.311",187.14867,NA,NA,NA,NA,NA,"148.12465","C16 H24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.914","2864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","628",0.000114429838583146,0.000993989477052452,0.000259943907814508,0.001233915672003,0.000117932992758081,0.00149319810388108,0.00115591054701509,0.00261708935161799,0.00127000299898364,0.00307884017816639,0.0022510814597756,0.00268936462300152,0.00542627808362239,0.00621452703402064,NA,0.00766964430914646,NA,NA,NA,0.00373157627612949,0,0.000320128258513295,0.00373157627612949,0,0.000320128258513295,2.28859677166293e-05,0.00373157627612949,0,NA,NA
"1,3-Dioxolane-2-heptanenitrile, a-methyl-d-oxo-2-phenyl-","EI","636","14.37",149.06026,NA,NA,NA,NA,NA,"106.03681","C17 H21 N O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.948","2484",NA,NA,NA,1112,NA,NA,NA,NA,NA,NA,"98.3","773",0.000633131894605424,0.00403779220306005,5.34120759385612e-05,NA,0.00064014151959131,0.00187182666468428,0.00150701168918796,0.000950085234534992,0.00112303377946121,0.00557229513728761,0.0020260365878951,0.00634753294765295,0.0146369252303396,0.00214443549035207,NA,7.83140176817736e-05,NA,0.00193404808961793,NA,0.00215276935556308,0,0,0.00215276935556308,0.00193404808961793,0,1.06824151877122e-05,0.00021872126594515,0.898400046721243,"CC(CCC(=O)CCC1(OCCO1)C2=CC=CC=C2)C#N","RXCQJNYVWMHMEO-UHFFFAOYSA-N"
"1,3,5,7,9,11-hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-1,11-di(tert.butyl)-","EI","244","9.839",439.1644,NA,NA,NA,NA,NA,"281.14194","C20 H54 O5 Si6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.903","1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97","574",NA,NA,NA,NA,0.0285187394856588,0.200770484320237,0.234409158050222,0.186591880551178,0.0060283058405365,0.000472053486304301,NA,1.27993277130532e-05,0.18009105512947,0.0883612288694936,NA,0.150606525450502,NA,0.0388913932890666,NA,0.088972206100569,0,1.25648550423535e-05,0.088972206100569,0.0388913932890666,1.25648550423535e-05,2.55986554261063e-06,0.0500808128115024,0.437118455229783,"C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C","MEJKNMVFSMYBHE-UHFFFAOYSA-N"
"1,4-Butanediol, 2,3-diethyl-2,3-dimethyl-, (R*,R*)-(.+-.)-","EI","833","16.461",152.03145,NA,NA,NA,NA,NA,"85.10118","C10 H22 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.923","2896",NA,NA,NA,86239,NA,NA,NA,NA,NA,NA,"97.1","671",0.00702271303493091,0.0563286202341345,1.11637515080112,0.0125342690934329,0.0018815766488558,0.00824708203546746,0.0136072967765073,0.0131914032761169,0.0160325475319886,0.0289019757990169,0.027090242220274,1.82401794748836,5.99599001327431,0.0396612664774378,NA,0.0288452056252294,NA,1.13603994866856,NA,0.170366455441185,0,0.033115226554256,0.170366455441185,1.13603994866856,0.033115226554256,0.00037631532977116,0,6.66821379670454,NA,NA
"1,4-Methano-2H-cyclopent[d]oxepin-2,5(4H)-dione, 6-[(dimethylamino)methyl]hexahydro-8a-hydroxy-5a-methyl-9-(1-methylethyl)-, [1R-(1a,4a,5aa,6ﬂ,8aa,9S*)]-","EI","274","10.4",231.1749,NA,NA,NA,NA,NA,"162.1039","C17 H27 N O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.915","1907",NA,NA,NA,532,NA,NA,NA,NA,NA,NA,"98.2","611",0.00446223404843115,0.00131889363580783,0.00111515371245271,0.00128457730979626,0.00171712907256661,0.00095518179957818,0.00170076772981746,0.0014487770985768,0.000842378365217877,0.000471833911953571,0.000223252105797102,0.000565760400982157,0.00370326553756387,0.00053434360752574,NA,0.000480323566934753,NA,0.00120604241449019,NA,0.000719064639310701,0,5.81400090775567e-05,0.000719064639310701,0.00120604241449019,5.81400090775567e-05,4.46504211594205e-05,0,1.6772378289194,NA,NA
"10-Hydroxydecyl monoacrylate","EI","218","9.386",182.05794,NA,NA,NA,NA,NA,"110.10899","C13 H24 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.904","1801",NA,NA,NA,3257,NA,NA,NA,NA,NA,NA,"98.9","541",NA,0.0189070149643328,0.0120518093539831,0.0143378827590616,0.00296491879371837,0.00549902977226198,0.00636197579493165,0.0028916348386046,NA,0.000873027618500983,0.000637064700576427,0.00111414383233977,NA,0.00128077424156982,NA,NA,NA,0.0122343537546631,NA,NA,0,0.000421032861945529,0,0.0122343537546631,0.000421032861945529,0.000127412940115285,0,Inf,"CC(=C)C(=O)OCCCCCCCCCCO","ZUQABTLQDXJZFK-UHFFFAOYSA-N"
