"InChIKey","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"ORNBQBCIOKFOEO-QGVNFLHTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",NA,NA,NA,NA,NA
"HOEVRHHMDJKUMZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Hydroxycoumarins","7-hydroxycoumarins",NA,NA,NA,NA,NA
"FMRHJJZUHUTGKE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","o-Hydroxybenzoic acid esters",NA,NA,NA,NA
"GHKISGDRQRSCII-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Benzophenanthridine alkaloids","Hexahydrobenzophenanthridine alkaloids","Hexahydrobenzophenanthridine alkaloids",NA,NA,NA,NA,NA
"XOBLMJHTXIQOHS-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",NA,NA,NA,NA,NA
"MERHMOCEIBOOMA-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","8-prenylated isoflavanones",NA,NA,NA,NA
"XZFSMUXVAYCHFO-QREHLELFSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles","Alpha carbolines",NA,NA,NA,NA,NA
"GPZFXSWMDFBRGS-UXONFWTHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Tyrosine and derivatives",NA,NA,NA
"MTQVPZUZBBTLNO-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones",NA,NA,NA
"LPAGFVYQRIESJQ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolines","Indolines",NA,NA,NA,NA,NA
"QCHFTSOMWOSFHM-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives",NA,NA,"Alkaloids and derivatives",NA,NA,NA,NA,NA
"POGJNMOVQNQIGY-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"FQYGGFDZJFIDPU-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal glycosides",NA,NA,NA,NA,NA
"MLRZPRGBFKQPOT-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"GKNWQHIXXANPTN-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl sulfonic acid and derivatives",NA,NA,NA,NA,NA
"ZKMLQDNHMSFULN-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavones",NA,NA,NA,NA,NA
"VMDCGUSYZOIAGZ-JSCMVKKRNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",NA,NA,NA,NA,NA
"BOZGEGDMHAOPIQ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines",NA,NA,NA,NA,NA
"RYLHNOVXKPXDIP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","N-phenylureas","N-acyl-phenylureas","N-benzoyl-N'-phenylureas",NA,NA,NA,NA
"IHLDCUQUFBWSJU-PRJDIBJQSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"GNDDBOHLMOANGU-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"OPXAZFYJOBVDTP-SZDCHMHBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"RYYVLZVUVIJVGH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",NA,NA,NA,NA,NA
"JAYAGJDXJIDEKI-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Cardenolides and derivatives","Cardenolide glycosides and derivatives",NA,NA,NA,NA
"QUBRRXBPXPHDJO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","8-prenylated isoflavanones",NA,NA,NA,NA
"WEJZLJFKUYPPDV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Rotenoids","Rotenoids",NA,NA,NA,NA,NA
"ALFUZUYJAXAEKE-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"Macrolides and analogues",NA,NA,NA,NA,NA
"VBTMMYSERQFPPK-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","6-prenylated isoflavanones",NA,NA,NA,NA
"SGROMIWARYNAJQ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamine and derivatives",NA,NA,NA
"NNJPGOLRFBJNIW-HNNXBMFYSA-N","Completed","Organic compounds","Hydrocarbon derivatives","Tropones",NA,"Tropones",NA,NA,NA,NA,NA
"ROHLIYKWVMBBFX-AMMIEGAUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"VSJGJMKGNMDJCI-ZASXJUAOSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"BOPGDPNILDQYTO-NNYOXOHSSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides",NA,"(5'->5')-dinucleotides",NA,NA,NA,NA,NA
"SPYWUYBONNEZRY-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Halohydrins","Fluorohydrins","Fluorohydrins",NA,NA,NA,NA,NA
"HRLFUIXSXUASEX-VDJKQJETSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Furanoid lignans",NA,"Furanoid lignans",NA,NA,NA,NA,NA
"WVMSKLLESNCNTP-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FWNRYKAINLXFHM-DYMQBEGYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",NA,NA,NA,NA,NA
"DSLZVSRJTYRBFB-DUHBMQHGSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives","Glucuronic acid derivatives",NA,NA,NA,NA
"ZHOMOKSXIMUJFE-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Pyranoisoflavonoids","Pyranoisoflavonoids",NA,NA,NA,NA,NA
"YVPXVXANRNDGTA-WDYNHAJCSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds",NA,NA,"Lignans, neolignans and related compounds",NA,NA,NA,NA,NA
"ZMTYENXGROJCEA-LNKPQSDASA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles","Carbazoles",NA,NA,NA,NA,NA
"ZONJATNKKGGVSU-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"DJNZZLZKAXGMMC-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrimidodiazepines",NA,"Pyrimidodiazepines",NA,NA,NA,NA,NA
"IPOLTUVFXFHAHI-WHIOSMTNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",NA,NA,NA,NA,NA
"SXNXGNVZTLZDHE-XDOYNYLZSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VSXAFEPYVMYOJE-LASYNVCASA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolactams",NA,"Macrolactams",NA,NA,NA,NA,NA
"DVWRWSCWMRAAES-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USPFMEKVPDBMCG-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Leucine and derivatives",NA,NA,NA
"SBVBJPHMDABKJV-FCSGQQDWSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides",NA,"Lignan glycosides",NA,NA,NA,NA,NA
"DLIKSSGEMUFQOK-SFTVRKLSSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"VOXTUTPXXDMGBT-KTHSIHKKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",NA,NA,NA,NA,NA
"AIONOLUJZLIMTK-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","4'-O-methylated flavonoids",NA,NA,NA,NA,NA
"KJHKTHWMRKYKJE-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Valine and derivatives",NA,NA,NA
"PHCDULUANYZTRK-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Tertiary alcohols",NA,NA,NA,NA,NA
"RSVFJNWBMXVMGE-LXQXRHSASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls",NA,NA,NA,NA
"IGUYXYURIISSQA-HNNXBMFYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones",NA,NA,NA,NA,NA
"YVLPJIGOMTXXLP-KEKOKYSKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Carotenes",NA,NA,NA,NA
"BOJKULTULYSRAS-JVOLFZNRSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"OFKAVNQBCRJBJE-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Triazines","Triazinethiones","Triazinethiones",NA,NA,NA,NA,NA
"JDIORNFCMMYMLF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones",NA,NA,NA
"HPHXOIULGYVAKW-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"DGADHBAZBHETGH-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans",NA,"Naphthofurans",NA,NA,NA,NA,NA
"QAFBBWZLSNOQGW-OHYPFYFLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"SYELZBGXAIXKHU-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides",NA,NA,NA,NA,NA
"QPHGOXQEXDWRIB-YCNYHXFENA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"CTJPDNXMUMTMJX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes",NA,NA,NA,NA,NA
"QTBSBXVTEAMEQO-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids","Carboxylic acids",NA,NA,NA,NA,NA
"MFYSYFVPBJMHGN-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",NA,NA,NA,NA,NA
"WCIDSNIXNCYSPH-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives",NA,NA,NA
"LVTJOONKWUXEFR-PYMSEJMBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"NVBJAOSFGHCYEU-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IVKSASVHJJSFBG-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASOIHOGDYISNRH-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"BTCSSZJGUNDROE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Gamma amino acids and derivatives",NA,NA,NA,NA
"AEWHYWSPVRZHCT-NDZSKPAWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl thioesters","Acyl CoAs",NA,NA,NA,NA,NA
"COUZJTKJINDPEN-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"GAEHQHKGPCGEPQ-MNCNJHOVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"MUGQOWYFWURKCM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Phthalic acid and derivatives","M-phthalic acid and derivatives",NA,NA,NA,NA
"FFKNXXCOXIZLJD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"UBQYURCVBFRUQT-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid amides","Primary carboxylic acid amides","Hydroxamic acids","Acetohydroxamic acids",NA,NA
"YOTUXHIWBVZAJQ-TYKVCMGYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids",NA,NA,NA,NA,NA
"OIRDTQYFTABQOQ-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"SZAICHDWEOHRLW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Lysophosphatidylethanolamines","2-acyl-sn-glycero-3-phosphoethanolamines",NA,NA,NA,NA
"JPYYWXPAHJBKJX-PTKUAVCHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"TWVJWDMOZJXUID-SDDRHHMPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids",NA,NA,NA,NA,NA
"NFDKQFGUQFNACT-UTCJRWHESA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"PHZOWSSBXJXFOR-GUCBVSFQSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses","Glucosinolates","Alkylglucosinolates",NA,NA
"DOUMFZQKYFQNTF-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"QADCCYSYLNTZHV-YADHBBJMSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Rotenoids","Rotenones",NA,NA,NA,NA,NA
"POULHZVOKOAJMA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"XACZFCWCKVUOBC-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZLIYAXUPOBJNFP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids",NA,NA,NA,NA,NA
"CFOYWRHIYXMDOT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Substituted imidazoles","Carbonylimidazoles",NA,NA,NA,NA
"FNTJVYCFNVUBOL-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid O-glucuronides","Flavonoid-3-O-glucuronides",NA,NA,NA
"OZWKMVRBQXNZKK-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Aryl-phenylketones",NA,NA
"NYHBQMYGNKIUIF-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"ZZRGFLVYILOXAK-XAGYIBRRSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"UZLBTLIRYSYTRG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides",NA,NA,NA,NA,NA
"FEBYLIJDRDFFMW-FPLPWBNLSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCIMNLLNPGFGHC-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols",NA,NA,NA,NA,NA
"KYQZWONCHDNPDP-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavonoid O-glycosides","Isoflavonoid O-glycosides",NA,NA,NA,NA,NA
"GLXYKTASIIUSRC-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Benzoquinolines","Acridines","Acridones",NA,NA,NA,NA
"SPULCWPTJVFEOS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides",NA,NA,NA,NA,NA
"ATQPZSQVWCPVGV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"QOXHBQOXXZSKON-MBGQFZTNSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids",NA,NA
"ZAKOWWREFLAJOT-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Vitamin E compounds",NA,NA,NA,NA,NA
"SHLNPFUGAIEFDO-NSHDSACASA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives",NA,NA,NA
"COSHFHYJZQJVJX-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWONJCNDULPHLV-UHFFFAOYNA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Dibenzylbutane lignans","Dibenzylbutanediol lignans","Dibenzylbutanediol lignans",NA,NA,NA,NA,NA
"VQFBAKAPQDNJNU-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"MRAKKDQIGHDJRU-NZUHCZHHSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"OFBHPPMPBOJXRT-VWJPMABRSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",NA,NA,NA,NA,NA
"VARCUXZWTHLZBR-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones",NA,NA,NA,NA,NA
"LRSASMSXMSNRBT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydroxypyrimidines",NA,NA,NA,NA,NA
